Experiment_ID	Experiment_Title	Organism_Name	Instrument	Submitter	Study_Accession	Project_Title	Sample_Accession	Sample_Title	Total_Size(Mb)	Total_RUNs	Total_Spots	Total_Bases	Sample_Name	Library_Strategy	Library_Source	Library_Selection	Project_ID	Sample_ID	DNA extraction method	Sample ID__	Sample_site1	Sample_site2	host_sex	Age	Creation_date	Collection_date	Geographic_location	Latitude	Longitude	PubMed_ID	Condition	Pheotype	Breed	Source_database	Project_description	Sample_number	Lianjie(Project_ID)	Species	Lianjie(PubMed_ID)	Lianjie(Project_Title)	Run	Study_purpose
SRX10721828	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812226	MIMS Environmental/Metagenome sample from pig gut metagenome	1906.82	1	12246838	6147912676	H1P406W28FD070	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899678		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899678	Gut	Feces	Female	0.9	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369147	Life history traits-Weaning
SRX10721819	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812217	MIMS Environmental/Metagenome sample from pig gut metagenome	2623.52	1	16507336	8286682672	H1P404W21FD035	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899670		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899670	Gut	Feces	Male	0.5	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369156	Life history traits-Weaning
SRX10721790	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812188	MIMS Environmental/Metagenome sample from pig gut metagenome	3332.53	1	21170835	10627759170	H1P307W28FD035	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899643		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899643	Gut	Feces	Male	0.9	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369185	Life history traits-Weaning
SRX10721793	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812191	MIMS Environmental/Metagenome sample from pig gut metagenome	2527.74	1	16195903	8130343306	H1P312W14FD007	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899646		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899646	Gut	Feces	Female	0.5	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369182	Life history traits-Weaning
SRX10721787	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812185	MIMS Environmental/Metagenome sample from pig gut metagenome	2671.14	1	17140706	8604634412	H1P001W21FD070	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899605		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899605	Gut	Feces	Female	4.7	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369188	Life history traits-Weaning
SRX10721750	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812148	MIMS Environmental/Metagenome sample from pig gut metagenome	3168.3	1	20160029	10120334558	H1P910W28FD014	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899768		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899768	Gut	Feces	Female	0.5	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369225	Life history traits-Weaning
SRX10721823	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812221	MIMS Environmental/Metagenome sample from pig gut metagenome	1485.08	1	9421816	4729751632	H1P406W28FD007	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899673		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899673	Gut	Feces	Female	0.9	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369152	Life history traits-Weaning
SRX10721813	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812211	MIMS Environmental/Metagenome sample from pig gut metagenome	2177.93	1	13750624	6902813248	H1P315W28FD035	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899664		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899664	Gut	Feces	Female	0.5	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369162	Life history traits-Weaning
SRX10721743	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812141	MIMS Environmental/Metagenome sample from pig gut metagenome	1677.01	1	10672456	5357572912	H1P710W21FD007	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899761		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899761	Gut	Feces	Female	0.5	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369232	Life history traits-Weaning
SRX10721815	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812213	MIMS Environmental/Metagenome sample from pig gut metagenome	2926.84	1	18763240	9419146480	H1P315W28FD140	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899666		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899666	Gut	Feces	Female	0.9	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369160	Life history traits-Weaning
SRX10721837	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812235	MIMS Environmental/Metagenome sample from pig gut metagenome	1898.2	1	12042899	6045535298	H1P407W28FD140	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899686		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899686	Gut	Feces	Female	2.3	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369138	Life history traits-Weaning
SRX10721782	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812180	MIMS Environmental/Metagenome sample from pig gut metagenome	2032.73	1	12819186	6435231372	H1P306W14FD035	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899636		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899636	Gut	Feces	Male	0.5	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369193	Life history traits-Weaning
SRX10721804	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812202	MIMS Environmental/Metagenome sample from pig gut metagenome	1364.96	1	8498096	4266044192	H1P313W28FD028	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899656		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899656	Gut	Feces	Female	4.7	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369171	Life history traits-Weaning
SRX10721757	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812155	MIMS Environmental/Metagenome sample from pig gut metagenome	3354.2	1	21393307	10739440114	H1P911W28FD014	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899774		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899774	Gut	Feces	Female	0.7	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369218	Life history traits-Weaning
SRX10721742	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812140	MIMS Environmental/Metagenome sample from pig gut metagenome	1700.92	1	10779695	5411406890	H1P006W14FD140	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899617		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899617	Gut	Feces	Female	4.7	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369233	Life history traits-Weaning
SRX10721792	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812190	MIMS Environmental/Metagenome sample from pig gut metagenome	2453.08	1	15709195	7886015890	H1P307W28FD140	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899645		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899645	Gut	Feces	Male	2.3	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369183	Life history traits-Weaning
SRX10721811	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812209	MIMS Environmental/Metagenome sample from pig gut metagenome	1643.87	1	10470043	5255961586	H1P315W28FD021	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899662		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899662	Gut	Feces	Female	4.7	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369164	Life history traits-Weaning
SRX10721752	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812150	MIMS Environmental/Metagenome sample from pig gut metagenome	3535.15	1	22601567	11345986634	H1P910W28FD028	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899770		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899770	Gut	Feces	Female	0.9	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369223	Life history traits-Weaning
SRX10721781	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812179	MIMS Environmental/Metagenome sample from pig gut metagenome	3076.56	1	19271888	9674487776	H1P306W14FD028	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899635		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899635	Gut	Feces	Male	4.7	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369194	Life history traits-Weaning
SRX10721803	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812201	MIMS Environmental/Metagenome sample from pig gut metagenome	1823.91	1	11665147	5855903794	H1P313W28FD021	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899655		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899655	Gut	Feces	Female	1.2	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369172	Life history traits-Weaning
SRX10721775	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812173	MIMS Environmental/Metagenome sample from pig gut metagenome	2076.13	1	13224128	6638512256	H1P304W21FD070	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899630		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899630	Gut	Feces	Male	0.7	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369200	Life history traits-Weaning
SRX10721822	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812220	MIMS Environmental/Metagenome sample from pig gut metagenome	1784.46	1	11324761	5685030022	H1P404W21FD140	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899672		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899672	Gut	Feces	Male	1.2	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369153	Life history traits-Weaning
SRX10721758	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812156	MIMS Environmental/Metagenome sample from pig gut metagenome	1999.81	1	12560231	6305235962	H1P911W28FD021	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899775		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899775	Gut	Feces	Female	0.9	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369217	Life history traits-Weaning
SRX10721772	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812170	MIMS Environmental/Metagenome sample from pig gut metagenome	3687.14	1	23366078	11729771156	H1P304W21FD014	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899627		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899627	Gut	Feces	Male	2.3	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369203	Life history traits-Weaning
SRX10721759	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812157	MIMS Environmental/Metagenome sample from pig gut metagenome	2493.62	1	15710952	7886897904	H1P911W28FD028	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899776		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899776	Gut	Feces	Female	1.2	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369216	Life history traits-Weaning
SRX10721740	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812138	MIMS Environmental/Metagenome sample from pig gut metagenome	1767.26	1	11182894	5613812788	H1P703W28FD070	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899759		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899759	Gut	Feces	Male	1.2	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369235	Life history traits-Weaning
SRX10721836	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812234	MIMS Environmental/Metagenome sample from pig gut metagenome	2368.03	1	15125212	7592856424	H1P407W28FD070	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899685		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899685	Gut	Feces	Female	1.2	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369139	Life history traits-Weaning
SRX10721761	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812159	MIMS Environmental/Metagenome sample from pig gut metagenome	2359.78	1	14929642	7494680284	H1P911W28FD070	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899778		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899778	Gut	Feces	Female	4.7	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369214	Life history traits-Weaning
SRX10721808	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812206	MIMS Environmental/Metagenome sample from pig gut metagenome	2804.75	1	17862189	8966818878	H1P315W21FD007	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899660		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899660	Gut	Feces	Female	0.9	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369167	Life history traits-Weaning
